"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","total_sq_footage","total_baths","logsaleprice","logBSMTFinSF1","logTotalBSMTSF","logGrLivArea"
1229,120,"RL",65,8769,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2008,2008,"Hip","CompShg","MetalSd","MetalSd","BrkFace",766,"Ex","TA","PConc","Ex","TA","No","GLQ",1540,"Unf",0,162,1702,"GasA","Ex","Y","SBrkr",1702,0,0,1702,1,0,1,1,1,1,"Ex",7,"Typ",1,"Gd","Attchd",2008,"Fin",3,1052,"TA","TA","Y",0,72,0,0,224,0,"NoData","NoData","NoData",0,10,2008,"New","Partial",367294,3404,2.5,12.8139206188646,7.34018683532012,7.44014668066269,7.43955930913332
1230,80,"RL",70,7910,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1960,1960,"Hip","CompShg","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",666,"Unf",0,409,1075,"GasA","Gd","Y","SBrkr",1507,0,0,1507,0,0,2,0,4,1,"TA",7,"Maj1",0,"NoData","Basment",1960,"Unf",1,404,"TA","TA","Y",0,0,0,0,0,0,"NoData","GdWo","NoData",0,8,2008,"WD","Normal",127000,2582,2,11.7519502394255,6.50279004591562,6.98100574072173,7.3178761986265
1232,90,"RL",70,7728,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","SLvl",5,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",120,"TA","TA","CBlock","TA","TA","Av","ALQ",803,"Unf",0,303,1106,"GasA","TA","Y","SBrkr",1190,0,0,1190,1,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Attchd",1962,"Unf",2,540,"TA","TA","Y",0,18,0,0,0,0,"NoData","GdWo","NoData",0,5,2006,"WD","Normal",132500,2296,2,11.7943454715497,6.68959926917897,7.00940893270864,7.08170858610557
1233,90,"RL",70,9842,"Pave","NoData","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","Duplex","1Story",4,5,1962,1962,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab","NoData","NoData","NoData","NoData",0,"NoData",0,0,0,"GasA","TA","Y","SBrkr",1224,0,0,1224,0,0,2,0,2,2,"TA",6,"Typ",0,"NoData","CarPort",1962,"Unf",2,462,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,3,2007,"WD","Normal",101800,1224,2,11.530775206233,0,0,7.10987946307227
1235,70,"RH",55,8525,"Pave","NoData","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",5,6,1911,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","Av","Unf",0,"Unf",0,940,940,"GasA","TA","N","FuseA",1024,940,0,1964,0,0,1,1,4,1,"TA",7,"Typ",0,"NoData","NoData",-1,"NoData",0,0,"NoData","NoData","N",0,192,0,0,0,0,"NoData","NoData","NoData",0,11,2008,"WD","Abnorml",130000,2904,1.5,11.7752974217158,0,6.84694313958538,7.58273848891441
1236,70,"RL",96,13132,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","2Story",5,5,1914,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",0,747,747,"GasA","Gd","Y","FuseF",892,892,0,1784,0,0,1,1,4,1,"TA",9,"Typ",0,"NoData","Detchd",1914,"Unf",1,180,"Fa","Fa","N",203,40,0,0,0,0,"NoData","NoData","NoData",0,7,2006,"WD","Normal",138887,2531,1.5,11.8414231319218,0,6.61740297797448,7.48661331313996
1237,160,"RL",36,2628,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","Wd Shng","Stone",106,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,764,764,"GasA","Ex","Y","SBrkr",764,862,0,1626,0,0,2,1,2,1,"Gd",6,"Typ",0,"NoData","BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,"NoData","NoData","NoData",0,6,2010,"WD","Normal",175500,2390,2.5,12.0754000198775,0,6.63987583382654,7.39387829010776
1238,60,"RL",41,12393,"Pave","NoData","IR2","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,847,847,"GasA","Ex","Y","SBrkr",847,1101,0,1948,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2004,"Fin",2,434,"TA","TA","Y",100,48,0,0,0,0,"NoData","NoData","NoData",0,9,2006,"WD","Normal",195000,2795,2.5,12.1807599657379,0,6.7428806357919,7.57455848420248
1239,20,"RL",63,13072,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1141,1141,"GasA","Ex","Y","SBrkr",1141,0,0,1141,0,0,1,1,3,1,"TA",6,"Typ",0,"NoData","Detchd",2005,"Unf",2,484,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,3,2006,"WD","Abnorml",142500,2282,1.5,11.8671042962101,0,7.04053639021596,7.03966034986208
1240,20,"RL",64,9037,"Pave","NoData","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",0,1048,1476,"GasA","Ex","Y","SBrkr",1484,0,0,1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,472,"TA","TA","Y",120,33,0,0,0,0,"NoData","NoData","NoData",0,12,2007,"WD","Normal",265900,2960,2,12.4908793380364,6.06145691892802,7.29776828253138,7.30249642372733
1241,60,"RL",65,8158,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",252,"Gd","TA","PConc","Gd","TA","No","GLQ",550,"Unf",0,334,884,"GasA","Ex","Y","SBrkr",884,884,0,1768,1,0,2,1,3,1,"Gd",8,"Typ",0,"NoData","Attchd",2003,"RFn",2,543,"TA","TA","Y",0,63,0,0,0,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",224900,2652,3.5,12.3234155843582,6.31173480915291,6.78558764500793,7.47760424319759
1242,20,"RL",83,9849,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1689,1689,"GasA","Ex","Y","SBrkr",1689,0,0,1689,0,0,2,0,3,1,"Gd",7,"Typ",0,"NoData","Attchd",2007,"RFn",3,954,"TA","TA","Y",0,56,0,0,0,0,"NoData","NoData","NoData",0,6,2007,"New","Partial",248328,3378,2,12.4225097588769,0,7.43248380791712,7.4318919168078
1243,85,"RL",85,10625,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SFoyer",7,6,1974,1974,"Gable","CompShg","Plywood","Plywood","BrkFace",81,"TA","TA","CBlock","Gd","TA","Gd","GLQ",885,"LwQ",168,0,1053,"GasA","TA","Y","SBrkr",1173,0,0,1173,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",1974,"RFn",2,528,"TA","TA","Y",0,120,0,0,0,0,"NoData","MnPrv","NoData",0,1,2010,"WD","Family",170000,2226,3,12.043559598368,6.78671695060508,6.96034772910131,7.06731984865348
1246,80,"RL",78,12090,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","SLvl",6,7,1984,2003,"Hip","CompShg","VinylSd","VinylSd","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,585,585,"GasA","Ex","Y","SBrkr",1140,728,0,1868,0,0,3,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1984,"Fin",2,477,"TA","TA","Y",268,112,0,0,147,0,"NoData","NoData","NoData",0,1,2007,"WD","Abnorml",178000,2453,3.5,12.089544447236,0,6.37331978957701,7.53262361878879
1247,60,"FV",65,8125,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,756,756,"GasA","Ex","Y","SBrkr",756,797,0,1553,0,0,2,1,3,1,"Gd",6,"Typ",0,"NoData","Attchd",2005,"RFn",2,615,"TA","TA","Y",0,45,0,0,0,0,"NoData","NoData","NoData",0,3,2006,"New","Partial",186500,2309,2.5,12.1361918799819,0,6.62936325343745,7.34794382314869
1249,75,"RM",60,9600,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,5,1917,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",319,"Unf",0,416,735,"OthW","Fa","N","SBrkr",1134,924,0,2058,0,0,1,1,3,1,"TA",8,"Typ",1,"Gd","Detchd",1950,"Unf",2,396,"Fa","Fa","P",0,0,259,0,0,0,"NoData","NoData","NoData",0,4,2008,"WD","Normal",129500,2793,1.5,11.7714438820996,5.76832099579377,6.60123011872888,7.62948991639399
1250,20,"RL",60,7200,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",534,"Rec",96,246,876,"GasA","TA","Y","SBrkr",988,0,0,988,0,0,1,0,3,1,"TA",6,"Typ",0,"NoData","Attchd",1950,"Unf",1,276,"TA","TA","Y",0,80,0,0,0,0,"NoData","NoData","NoData",0,5,2007,"WD","Normal",119000,1864,1,11.6868871754197,6.28226674689601,6.77650699237218,6.89568269774787
1251,20,"RL",93,11160,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,5,1968,1968,"Hip","CompShg","BrkFace","BrkFace","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ",1065,"Unf",0,1045,2110,"GasA","Ex","Y","SBrkr",2110,0,0,2110,1,0,2,1,3,1,"Ex",8,"Typ",2,"TA","Attchd",1968,"Fin",2,522,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,4,2010,"WD","Normal",244000,4220,3.5,12.4049276026276,6.97166860472579,7.65491704784832,7.65444322647011
1253,20,"RL",62,9858,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",510,"Unf",0,354,864,"GasA","TA","Y","SBrkr",874,0,0,874,1,0,1,0,3,1,"TA",5,"Typ",0,"NoData","Attchd",1968,"RFn",1,288,"TA","TA","Y",33,0,0,0,0,0,"NoData","GdWo","Shed",600,11,2009,"WD","Normal",130000,1738,2,11.7752974217158,6.2363695902037,6.76272950693188,6.77308037565554
1255,60,"RL",60,6931,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","Stone",92,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,746,746,"GasA","Ex","Y","SBrkr",760,896,0,1656,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,397,"TA","TA","Y",178,128,0,0,0,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",165400,2402,2.5,12.0161281075027,0,6.61606518513282,7.4121603349452
1256,50,"RM",52,6240,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1931,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","No","LwQ",425,"Unf",0,459,884,"GasA","TA","Y","FuseA",959,408,0,1367,0,0,1,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1978,"Unf",1,560,"TA","TA","Y",0,0,0,0,120,0,"NoData","NoData","NoData",0,11,2007,"WD","Normal",127500,2251,1,11.7558794866871,6.05443934626937,6.78558764500793,7.22037383672395
1257,20,"RL",91,14303,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1994,"Hip","CompShg","HdBoard","HdBoard","BrkFace",554,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1314,"Unf",0,672,1986,"GasA","Ex","Y","SBrkr",1987,0,0,1987,1,0,2,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",1994,"Fin",2,691,"TA","TA","Y",262,36,0,0,0,0,"NoData","NoData","NoData",0,8,2008,"WD","Normal",301500,3973,3,12.6165286118935,7.18159194461187,7.59438124255182,7.59438124255182
1258,30,"RL",56,4060,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,8,1922,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Fa","TA","No","Unf",0,"Unf",0,864,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,2,1,"TA",4,"Typ",0,"NoData","NoData",-1,"NoData",0,0,"NoData","NoData","Y",0,96,0,0,0,0,"NoData","NoData","NoData",0,7,2009,"WD","Normal",99900,1728,1,11.5119349745966,0,6.76272950693188,6.76157276880406
1259,80,"RL",59,9587,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Stone",182,"Gd","TA","PConc","Gd","TA","Gd","GLQ",655,"Unf",0,201,856,"GasA","Ex","Y","SBrkr",1166,0,0,1166,1,0,2,0,2,1,"Gd",5,"Typ",0,"NoData","Attchd",2005,"Fin",2,400,"TA","TA","Y",212,0,0,0,0,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",190000,2022,3,12.1547846142867,6.48616078894409,6.75343791859778,7.06133436691044
1260,20,"RL",65,9750,"Pave","NoData","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,8,1969,1969,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",602,"LwQ",438,14,1054,"GasA","Gd","Y","SBrkr",1054,0,0,1054,1,0,1,1,3,1,"TA",6,"Typ",0,"NoData","Attchd",1969,"Unf",2,460,"TA","TA","Y",180,0,0,0,80,0,"NoData","NoData","NoData",0,7,2008,"WD","Normal",151000,2108,2.5,11.9250417382917,6.40191719672719,6.96129604591017,6.96034772910131
1262,20,"RL",80,9600,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1956,1956,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",504,"Unf",0,546,1050,"GasA","Gd","Y","SBrkr",1050,0,0,1050,0,0,1,0,2,1,"TA",5,"Typ",0,"NoData","Attchd",1956,"Unf",1,338,"TA","TA","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,6,2009,"WD","Normal",128900,2100,1,11.7667999468491,6.22455842927536,6.95749737087695,6.95654544315157
1264,70,"RL",60,13515,"Pave","Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,6,1919,1950,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,764,764,"GasA","Ex","Y","FuseA",1060,764,0,1824,0,0,1,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1940,"Unf",2,520,"TA","TA","N",0,0,126,0,0,0,"NoData","GdPrv","NoData",0,7,2007,"WD","Normal",180500,2588,1,12.1034915969059,0,6.63987583382654,7.50878717063428
1265,120,"RH",34,4060,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","TwnhsE","1Story",6,5,1998,1999,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",266,"Unf",0,1139,1405,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"Gd",5,"Typ",0,"NoData","Attchd",1998,"Fin",2,511,"TA","TA","Y",144,68,0,0,0,0,"NoData","NoData","NoData",0,8,2008,"COD","Abnorml",181000,2742,3,12.1062578350946,5.58724865840025,7.24850407237061,7.19818357710194
1266,160,"FV",35,3735,"Pave","NoData","Reg","Lvl","AllPub","FR3","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",7,5,1999,1999,"Hip","CompShg","MetalSd","MetalSd","BrkFace",218,"Gd","TA","PConc","Gd","TA","No","GLQ",450,"Unf",0,241,691,"GasA","Ex","Y","SBrkr",713,739,0,1452,1,0,2,1,3,1,"Gd",6,"Typ",0,"NoData","Detchd",1999,"Unf",2,506,"TA","TA","Y",0,34,0,0,0,0,"NoData","NoData","NoData",0,3,2006,"WD","Normal",183900,2143,3.5,12.1221528483155,6.11146733950268,6.53958595561767,7.28069719538474
1267,190,"RM",60,10120,"Pave","NoData","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","2fmCon","2.5Unf",7,4,1910,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,925,925,"GasA","TA","N","FuseF",964,925,0,1889,0,0,1,1,4,2,"TA",9,"Typ",1,"Gd","Detchd",1960,"Unf",1,308,"TA","TA","N",0,0,264,0,0,0,"NoData","MnPrv","NoData",0,1,2007,"WD","Normal",122000,2814,1.5,11.7117845204031,0,6.83087423464618,7.54380286750151
1268,20,"RL",89,13214,"Pave","NoData","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",9,5,2008,2009,"Hip","CompShg","Stucco","CmentBd","None",0,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,2002,2002,"GasA","Ex","Y","SBrkr",2018,0,0,2018,0,0,2,0,3,1,"Ex",10,"Typ",1,"Gd","Attchd",2009,"Fin",3,746,"TA","TA","Y",144,76,0,0,0,0,"NoData","NoData","NoData",0,5,2010,"WD","Normal",378500,4020,2,12.8439739938641,0,7.60240133566582,7.60986220091355
1270,50,"RL",78,11344,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",180,"TA","TA","CBlock","TA","TA","No","BLQ",460,"Unf",0,414,874,"GasW","TA","Y","FuseA",874,650,0,1524,0,0,1,1,3,1,"TA",7,"Typ",0,"NoData","Attchd",1958,"Unf",1,315,"TA","TA","Y",0,0,0,0,0,0,"NoData","GdWo","NoData",0,7,2007,"WD","Normal",144000,2398,1.5,11.8775755229785,6.13339804299665,6.77422388635761,7.32909373624659
1274,80,"RL",124,11512,"Pave","NoData","IR1","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","SLvl",6,7,1959,2006,"Gable","CompShg","Plywood","Plywood","BrkFace",84,"TA","TA","CBlock","TA","TA","Av","ALQ",719,"Unf",0,300,1019,"GasA","Gd","Y","SBrkr",1357,0,0,1357,1,0,1,0,2,1,"Ex",5,"Typ",1,"Gd","Basment",1959,"RFn",1,312,"TA","TA","Y",0,0,0,0,163,0,"NoData","GdPrv","NoData",0,5,2008,"WD","Normal",177000,2376,2,12.0839106612575,6.5792512120101,6.92755790627832,7.21303165983487
1275,50,"RL",53,5362,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1.5Fin",5,6,1910,2003,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,661,661,"GasA","Ex","Y","SBrkr",661,589,0,1250,0,0,2,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1985,"Unf",2,552,"TA","TA","Y",242,0,81,0,0,0,"NoData","NoData","NoData",0,11,2007,"WD","Normal",139000,1911,2,11.8422364063316,0,6.49526555593701,7.13089883029635
1276,90,"RL",95,11345,"Pave","NoData","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","Duplex","2Story",5,5,1948,1950,"Gable","Roll","AsbShng","AsbShng","Stone",567,"TA","TA","CBlock","TA","TA","No","Rec",220,"Unf",0,708,928,"GasA","Gd","Y","FuseA",928,992,0,1920,0,0,2,0,4,2,"TA",10,"Typ",0,"NoData","Detchd",1948,"Unf",2,400,"TA","Fa","Y",0,0,0,0,0,0,"NoData","NoData","NoData",0,7,2007,"WD","Normal",137000,2848,2,11.8277435040537,5.39816270151775,6.83410873881384,7.56008046502183
1280,50,"C (all)",60,7500,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,4,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,698,698,"GasA","TA","Y","FuseA",698,430,0,1128,0,0,1,0,2,1,"TA",6,"Typ",0,"NoData","Detchd",1980,"RFn",2,528,"TA","TA","Y",30,0,164,0,0,0,"NoData","NoData","NoData",0,4,2010,"COD","Abnorml",68400,1826,1,11.1331427233868,0,6.54965074223381,7.028201432058
1281,20,"RL",67,9808,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",110,"Gd","TA","PConc","Gd","TA","No","GLQ",788,"Unf",0,785,1573,"GasA","Ex","Y","SBrkr",1573,0,0,1573,1,0,2,0,3,1,"Gd",6,"Typ",0,"NoData","Attchd",2002,"RFn",2,544,"TA","TA","Y",0,72,0,0,0,0,"NoData","NoData","NoData",0,3,2009,"WD","Normal",227000,3146,3,12.3327097017402,6.67076632084587,7.36137542897735,7.36073990305828
1282,20,"RL",50,8049,"Pave","NoData","IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1Story",7,5,1990,1990,"Hip","CompShg","HdBoard","HdBoard","BrkFace",54,"TA","TA","CBlock","Gd","TA","No","ALQ",1053,"Unf",0,256,1309,"GasA","TA","Y","SBrkr",1339,0,0,1339,1,0,2,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1990,"Fin",2,484,"Gd","Gd","Y",0,58,0,0,90,0,"NoData","NoData","NoData",0,7,2006,"WD","Normal",180000,2648,3,12.1007176854125,6.96034772910131,7.1777824161952,7.19967834569117
1283,20,"RL",61,8800,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1977,2008,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","LwQ",532,"Rec",144,364,1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,0,0,2,0,3,1,"Gd",5,"Typ",0,"NoData","Detchd",1977,"Unf",2,484,"TA","TA","Y",0,0,0,0,288,0,"NoData","NoData","NoData",0,9,2009,"WD","Normal",150500,2080,2,11.9217250076673,6.27852142416584,6.94793706861497,6.94697599213542
1284,90,"RL",94,9400,"Pave","NoData","Reg","Low","AllPub","Corner","Gtl","Mitchel","Norm","Norm","Duplex","2Story",6,5,1971,1971,"Mansard","CompShg","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,"Unf",0,912,912,"GasA","TA","Y","SBrkr",912,912,0,1824,0,0,2,2,4,2,"TA",8,"Typ",0,"NoData","NoData",-1,"NoData",0,0,"NoData","NoData","Y",128,0,0,0,0,0,"NoData","NoData","NoData",0,4,2010,"WD","Normal",139000,2736,3,11.8422364063316,0,6.81673588059497,7.50878717063428
1285,50,"RL",50,9638,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",6,7,1919,1990,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,804,804,"GasA","Ex","Y","SBrkr",1699,748,0,2447,0,0,2,0,4,1,"Gd",10,"Min2",1,"Gd","Detchd",1969,"Unf",1,336,"TA","TA","Y",272,0,42,0,116,0,"NoData","NoData","NoData",0,3,2010,"WD","Normal",169000,3251,2,12.0376599110475,0,6.69084227741856,7.80261806344267
1286,50,"RM",50,6000,"Pave","NoData","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1939,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","Ex","Y","FuseF",825,587,0,1412,0,0,1,0,4,1,"TA",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,280,"TA","TA","Y",45,0,0,0,0,0,"NoData","NoData","NoData",0,5,2009,"WD","Normal",132500,2192,1,11.7943454715497,0,6.66057514983969,7.25276241805319
1289,120,"RL",40,5664,"Pave","NoData","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1158,"Unf",0,343,1501,"GasA","Ex","Y","SBrkr",1659,0,0,1659,1,0,2,0,2,1,"Ex",5,"Typ",1,"Ex","Attchd",2000,"Fin",2,499,"TA","TA","Y",212,59,0,0,0,0,"NoData","NoData","NoData",0,10,2009,"WD","Normal",278000,3160,3,12.5353799897886,7.05531284333975,7.31455283232408,7.41397029019044
